#SampleID	anonymized_name	env_feature	env_material	latitude	longitude	calcium	ch4_flux	co2_flux	co2_ch4_flux_units	conductivity	conductivity_units	elevation_m	exchange_capacity	exchange_capacity_ions	k_na_ca_mg_h_units	hydrogen	magnesium	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_nh4	soil_no3	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	microbial_biomass_carbon	microbial_biomass_carbon_units	microbial_biomass_nitrogen	microbial_biomass_nitrogen_units	per_gram_dry_soil_per_hour	per_gram_dry_soil_per_hour_units	percent_base_saturation	ph	potassium	potential_exchange_capacity	potential_exchange_capacity_ions	potential_net_n_mineralization	potential_net_n_mineralization_units	potential_net_nitrification	potential_net_nitrification_units	respiration	respiration_units	sodium	conductivity_category
10156.47.fastq.gz	47	freshwater wetland	soil	42.647281	-75.746508	2.2	0.0666997	33.069358	ug C/g soil/day	0.094	mS/cm	558	2.8	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	20.34	0.38	4.5158	0.0776	4.593	26.50781296	1.779291555	28.28710452	ug N/g dry soil	0.34327	736.3123389	ugC/g soil	77.49104987	ug N/g dry soil	126.3369883	ng N/g soil/hour	12.1	5.06	0.14	23.14	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	NA	ug-N/g dry soil/day	NA	ug-N/g dry soil/day	33.069358	ug C/g soil/day	0.08	low
10156.48.fastq.gz	48	freshwater wetland	soil	42.802425	-75.6153	5.32	0.019660716	6.260008857	ug C/g soil/day	0.109	mS/cm	424.3	6.1	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.66	0.51	0.4884	1.0408	1.529	0.784870272	0.23221014	1.017080412	ug N/g dry soil	0.0794	169.5020221	ugC/g soil	1.343529577	ug N/g dry soil	0.565172961	ng N/g soil/hour	112.14	7.96	0.18	5.44	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.111922494	ug-N/g dry soil/day	0.167138221	ug-N/g dry soil/day	6.260008857	ug C/g soil/day	0.08	low
10156.49.fastq.gz	49	freshwater wetland	soil	42.7999944	-75.6174306	22.41	0.780081902	94.86437409	ug C/g soil/day	0.637	mS/cm	425.7	25.63	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.26	2.26	8.9954	0.1576	9.153	17.94724996	0.879767155	18.82701712	ug N/g dry soil	0.76336	1012.227509	ugC/g soil	15.48862609	ug N/g dry soil	454.3270656	ng N/g soil/hour	71.41	7.01	0.48	35.89	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.114210904	ug-N/g dry soil/day	0.036209392	ug-N/g dry soil/day	94.86437409	ug C/g soil/day	0.49	high
10156.5.fastq.gz	5	freshwater wetland	soil	42.0966806	-76.4163861	3.05	0.032634674	7.258767933	ug C/g soil/day	0.114	mS/cm	406	3.98	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.38	0.63	1.2638	0.0297	1.294	20.27518646	0.372705634	20.6478921	ug N/g dry soil	0.11829	236.1726239	ugC/g soil	15.38657529	ug N/g dry soil	12.22309585	ng N/g soil/hour	38.4	5.84	0.15	10.36	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.214665192	ug-N/g dry soil/day	0.003289124	ug-N/g dry soil/day	7.258767933	ug C/g soil/day	0.16	low
10156.50.fastq.gz	50	freshwater wetland	soil	42.8012889	-75.6166139	11.02	0.053259362	21.98440879	ug C/g soil/day	0.168	mS/cm	428.9	12.4	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	14.1	1	5.5395	0.0805	5.62	85.85473068	0.472248244	86.32697892	ug N/g dry soil	0.39303	753.608346	ugC/g soil	94.26887497	ug N/g dry soil	150.3861994	ng N/g soil/hour	46.78	6.07	0.2	26.5	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-3.646171916	ug-N/g dry soil/day	1.535038226	ug-N/g dry soil/day	21.98440879	ug C/g soil/day	0.18	low
10156.51.fastq.gz	51	freshwater wetland	soil	42.385921	-76.308159	11.81	0.02174414	6.744464323	ug C/g soil/day	0.116	mS/cm	386	14.26	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-2.7	2.06	0.1886	3.6602	3.849	0.253787982	0.253787982	0.507575965	ug N/g dry soil	0.04234	107.3788669	ugC/g soil	0.585969459	ug N/g dry soil	-0.762822805	ng N/g soil/hour	123.35	8.37	0.31	11.56	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.000376131	ug-N/g dry soil/day	0.000188066	ug-N/g dry soil/day	6.744464323	ug C/g soil/day	0.08	low
10156.52.fastq.gz	52	freshwater wetland	soil	42.385921	-76.308159	10.38	0.028913918	17.82038526	ug C/g soil/day	0.295	mS/cm	386	14.52	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	0.4	3.51	1.1382	0.7942	1.932	11.18227202	0.356123313	11.53839533	ug N/g dry soil	0.15552	649.4625305	ugC/g soil	21.20964372	ug N/g dry soil	11.4462613	ng N/g soil/hour	97.32	7.68	0.4	14.92	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.726268754	ug-N/g dry soil/day	0.08250496	ug-N/g dry soil/day	17.82038526	ug C/g soil/day	0.24	low
10156.53.fastq.gz	53	freshwater wetland	soil	42.385921	-76.308159	9.5	0.032751636	8.549349939	ug C/g soil/day	0.245	mS/cm	386	11.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.22	1.91	0.633	0.5135	1.146	3.041461236	0.301134776	3.342596012	ug N/g dry soil	0.1046	439.0685588	ugC/g soil	5.149343408	ug N/g dry soil	62.02412748	ng N/g soil/hour	101.88	7.73	0.28	11.69	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.592006866	ug-N/g dry soil/day	0.806759717	ug-N/g dry soil/day	8.549349939	ug C/g soil/day	0.21	low
10156.54.fastq.gz	54	freshwater wetland	soil	42.883018	-75.953537	10.88	0.050636584	16.81495336	ug C/g soil/day	0.247	mS/cm	393	12.4	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.88	1.07	3.7923	0.0927	3.885	60.98892222	0.796802769	61.78572499	ug N/g dry soil	0.43213	794.5879698	ugC/g soil	93.81392193	ug N/g dry soil	133.3280218	ng N/g soil/hour	53.27	6.28	0.31	23.28	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.510098573	ug-N/g dry soil/day	1.958509127	ug-N/g dry soil/day	16.81495336	ug C/g soil/day	0.14	low
10156.55.fastq.gz	55	freshwater wetland	soil	42.883018	-75.953537	11.47	0.03749605	16.40833487	ug C/g soil/day	0.2	mS/cm	393	12.76	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	12.24	0.91	3.3361	0.1001	3.436	66.6622137	0.82236137	67.48457507	ug N/g dry soil	0.37879	3	ugC/g soil	103.2836792	ug N/g dry soil	8.362379267	ng N/g soil/hour	51.03	6.13	0.27	25	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.06201414	ug-N/g dry soil/day	0.612966098	ug-N/g dry soil/day	16.40833487	ug C/g soil/day	0.11	low
10156.56.A.fastq.gz	56.A	freshwater wetland	soil	42.883018	-75.953537	0.11	0.088681307	18.86169103	ug C/g soil/day	0.307	mS/cm	393	13.77	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	11.46	Missing: Not provided	Missing: Not provided	0.1069	4.17	83.03551609	0.894228635	83.92974473	ug N/g dry soil	0.45196	810.1511097	ugC/g soil	122.7991595	ug N/g dry soil	74.45155758	ng N/g soil/hour	54.59	6.3	0.33	25.23	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.317389497	ug-N/g dry soil/day	1.955536589	ug-N/g dry soil/day	18.86169103	ug C/g soil/day	Missing: Not provided	high
10156.6.fastq.gz	6	freshwater wetland	soil	42.5635028	-76.4587417	7.87	0.022999781	15.349909	ug C/g soil/day	0.378	mS/cm	377.7	9.97	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.66	1.62	1.3363	0.7161	2.052	10.88360825	0.281958763	11.16556701	ug N/g dry soil	0.16332	678.4366251	ugC/g soil	35.90305085	ug N/g dry soil	95.49633652	ng N/g soil/hour	78.94	7.21	0.38	12.63	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.235901774	ug-N/g dry soil/day	1.223541412	ug-N/g dry soil/day	15.349909	ug C/g soil/day	0.1	high
10156.7.fastq.gz	7	freshwater wetland	soil	42.781593	-74.542625	14.81	0.02217855	8.03418929	ug C/g soil/day	0.168	mS/cm	352.7	18.3	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.58	3.05	0.774	0.3036	1.078	0.287663375	0.287663375	0.57532675	ug N/g dry soil	0.11326	290.1618856	ugC/g soil	1.400869963	ug N/g dry soil	14.66035332	ng N/g soil/hour	87.64	7.95	0.34	20.88	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.003588287	ug-N/g dry soil/day	0.001794144	ug-N/g dry soil/day	8.03418929	ug C/g soil/day	0.11	low
10156.8.fastq.gz	8	freshwater wetland	soil	42.6728972	-76.6286139	6.19	0.09379651	14.12628566	ug C/g soil/day	0.312	mS/cm	266	8.06	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	1.38	1.27	0.8192	2.2122	3.031	25.22658529	0.292651801	25.51923709	ug N/g dry soil	0.11896	401.2943563	ugC/g soil	27.35829263	ug N/g dry soil	275.7789437	ng N/g soil/hour	85.38	7.72	0.38	9.44	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-2.382342984	ug-N/g dry soil/day	-2.71E-05	ug-N/g dry soil/day	14.12628566	ug C/g soil/day	0.21	high
10156.9.fastq.gz	9	freshwater wetland	soil	42.7930861	-76.6930361	6.17	0.077661066	11.5917143	ug C/g soil/day	0.17	mS/cm	166.1	7.8	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	-0.06	1.27	0.4563	2.4058	2.862	1.845704698	0.266720332	2.11242503	ug N/g dry soil	0.07657	233.0079218	ugC/g soil	8.315993696	ug N/g dry soil	10.3859629	ng N/g soil/hour	100.78	7.97	0.3	7.74	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	2.674894959	ug-N/g dry soil/day	0.060256525	ug-N/g dry soil/day	11.5917143	ug C/g soil/day	0.06	low
