#SampleID	anonymized_name	env_feature	env_material	latitude	longitude	calcium	ch4_flux	co2_flux	co2_ch4_flux_units	conductivity	conductivity_units	elevation_m	exchange_capacity	exchange_capacity_ions	k_na_ca_mg_h_units	hydrogen	magnesium	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_nh4	soil_no3	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	microbial_biomass_carbon	microbial_biomass_carbon_units	microbial_biomass_nitrogen	microbial_biomass_nitrogen_units	per_gram_dry_soil_per_hour	per_gram_dry_soil_per_hour_units	percent_base_saturation	ph	potassium	potential_exchange_capacity	potential_exchange_capacity_ions	potential_net_n_mineralization	potential_net_n_mineralization_units	potential_net_nitrification	potential_net_nitrification_units	respiration	respiration_units	sodium	conductivity_category
10156.28.fastq.gz	28	freshwater wetland	soil	43.02076	-76.808487	29.43	0.060072814	59.00947695	ug C/g soil/day	0.492	mS/cm	125.2	35.83	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	9.27	5.72	12.461	0.213	12.67	96.50774134	0.83628892	97.34403026	ug N/g dry soil	1.0385	1094.518665	ugC/g soil	116.8603234	ug N/g dry soil	2420.661628	ng N/g soil/hour	79.44	6.63	0.4	45.11	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-6.698948405	ug-N/g dry soil/day	0.552783657	ug-N/g dry soil/day	59.00947695	ug C/g soil/day	0.29	high
10156.29.fastq.gz	29	freshwater wetland	soil	43.02076	-76.808487	14.16	0.02617173	4.306118191	ug C/g soil/day	0.243	mS/cm	125.2	17.69	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	5.79	2.63	1.3617	0.0592	1.421	37.29042175	0.771525967	38.06194772	ug N/g dry soil	0.20526	289.6013384	ugC/g soil	7.553972908	ug N/g dry soil	155.0357229	ng N/g soil/hour	75.35	6.54	0.67	23.48	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	1.10913728	ug-N/g dry soil/day	0.8959695	ug-N/g dry soil/day	4.306118191	ug C/g soil/day	0.23	low
10156.2B1.fastq.gz	2B1	freshwater wetland	soil	42.9269583	-76.8569278	19.6	NA	NA	ug C/g soil/day	NA	mS/cm	146	21.3	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.32	4.0876	1.234	5.322	1.625080502	0.371022946	1.996103448	ug N/g dry soil	0.21514	96.41020375	ugC/g soil	9.48020409	ug N/g dry soil	90.935	ng N/g soil/hour	97	7.13	0.34	22.02	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.125317006	ug-N/g dry soil/day	-0.005655887	ug-N/g dry soil/day	3.769572273	ug C/g soil/day	0.04	NA
10156.2B2.fastq.gz	2B2	freshwater wetland	soil	42.9269583	-76.8569278	19.65	NA	NA	ug C/g soil/day	NA	mS/cm	146	21.66	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.45	3.6378	1.3009	4.939	1.144510557	1.331915794	2.47642635	ug N/g dry soil	0.20949	85.65107772	ugC/g soil	7.672752991	ug N/g dry soil	22.983	ng N/g soil/hour	99	7.18	0.51	21.88	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.169473099	ug-N/g dry soil/day	-0.093254969	ug-N/g dry soil/day	4.168116788	ug C/g soil/day	0.05	NA
10156.2B3.fastq.gz	2B3	freshwater wetland	soil	42.9269583	-76.8569278	15.78	NA	NA	ug C/g soil/day	NA	mS/cm	146	17.87	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.72	3.5781	0.9673	4.545	0.813485607	0.366434958	1.179920564	ug N/g dry soil	0.187	383.8226919	ugC/g soil	7.064665999	ug N/g dry soil	100.218	ng N/g soil/hour	92	7.01	0.33	19.39	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.045543675	ug-N/g dry soil/day	-0.002451353	ug-N/g dry soil/day	13.12761315	ug C/g soil/day	0.04	NA
10156.2B4.fastq.gz	2B4	freshwater wetland	soil	42.9269583	-76.8569278	7.76	NA	NA	ug C/g soil/day	NA	mS/cm	146	9.71	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.65	1.6217	0.8598	2.481	0.307455581	0.657954943	0.965410523	ug N/g dry soil	0.05723	257.6813845	ugC/g soil	2.620316727	ug N/g dry soil	9.36	ng N/g soil/hour	99	7.13	0.27	9.83	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.03949989	ug-N/g dry soil/day	-0.035681734	ug-N/g dry soil/day	3.016828124	ug C/g soil/day	0.04	NA
10156.2B5.fastq.gz	2B5	freshwater wetland	soil	42.9269583	-76.8569278	9.61	NA	NA	ug C/g soil/day	NA	mS/cm	146	11.1	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.15	1.5464	1.5059	3.052	0.654095276	0.297316034	0.95141131	ug N/g dry soil	0.05063	90.09082698	ugC/g soil	1.914031066	ug N/g dry soil	2.521	ng N/g soil/hour	100	7.16	0.3	11.1	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.037088635	ug-N/g dry soil/day	-0.002327079	ug-N/g dry soil/day	7.692118903	ug C/g soil/day	0.03	NA
10156.2C1.fastq.gz	2C1	freshwater wetland	soil	42.9269583	-76.8569278	6.71	NA	NA	ug C/g soil/day	NA	mS/cm	146	8.22	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.2	0.3741	1.3091	1.683	0.297390287	0.297390287	0.594780574	ug N/g dry soil	0.04956	115.7378316	ugC/g soil	3.663744953	ug N/g dry soil	-0.802	ng N/g soil/hour	100	7.7	0.26	8.22	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.12242384	ug-N/g dry soil/day	0.126113448	ug-N/g dry soil/day	6.557452491	ug C/g soil/day	0.05	NA
10156.2C2.fastq.gz	2C2	freshwater wetland	soil	42.9269583	-76.8569278	16.83	NA	NA	ug C/g soil/day	NA	mS/cm	146	18.65	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.4	1.9707	1.3894	3.36	0.343851758	1.774275074	2.118126832	ug N/g dry soil	0.16713	366.6583853	ugC/g soil	8.960973852	ug N/g dry soil	19.491	ng N/g soil/hour	100	7.46	0.36	18.65	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.357386169	ug-N/g dry soil/day	0.301504669	ug-N/g dry soil/day	3.241596705	ug C/g soil/day	0.06	NA
10156.2C3.fastq.gz	2C3	freshwater wetland	soil	42.9269583	-76.8569278	11.48	NA	NA	ug C/g soil/day	NA	mS/cm	146	12.68	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.84	1.0096	1.7879	2.797	0.297903616	1.149907958	1.447811574	ug N/g dry soil	0.09107	75.12906444	ugC/g soil	3.941801137	ug N/g dry soil	NA	ng N/g soil/hour	100	7.74	0.33	12.68	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.15035079	ug-N/g dry soil/day	0.091636137	ug-N/g dry soil/day	2.645073946	ug C/g soil/day	0.04	NA
10156.2C4.fastq.gz	2C4	freshwater wetland	soil	42.9269583	-76.8569278	15.04	NA	NA	ug C/g soil/day	NA	mS/cm	146	16.7	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.3	0.5089	0.9318	1.441	0.296236027	0.296236027	0.592472055	ug N/g dry soil	0.05416	156.1700031	ugC/g soil	2.103288641	ug N/g dry soil	6.074	ng N/g soil/hour	100	7.62	0.31	16.7	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.062230496	ug-N/g dry soil/day	-0.004167491	ug-N/g dry soil/day	2.768095242	ug C/g soil/day	0.04	NA
10156.2C5.fastq.gz	2C5	freshwater wetland	soil	42.9269583	-76.8569278	10.71	NA	NA	ug C/g soil/day	NA	mS/cm	146	12.37	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.27	0.8648	1.4953	2.36	0.306726525	0.864968799	1.171695324	ug N/g dry soil	0.08353	259.6472505	ugC/g soil	3.023364519	ug N/g dry soil	9.352	ng N/g soil/hour	100	7.74	0.34	12.37	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.058342431	ug-N/g dry soil/day	-0.054545865	ug-N/g dry soil/day	5.121523446	ug C/g soil/day	0.05	NA
10156.2S1.fastq.gz	2S1	freshwater wetland	soil	42.9269583	-76.8569278	10.23	NA	NA	ug C/g soil/day	NA	mS/cm	146	12.43	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.87	1.3792	1.135	2.514	0.311644247	0.311644247	0.623288493	ug N/g dry soil	0.11323	230.359425	ugC/g soil	4.161080443	ug N/g dry soil	10.558	ng N/g soil/hour	100	7.15	0.28	12.43	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.006846821	ug-N/g dry soil/day	-0.00342341	ug-N/g dry soil/day	3.187864521	ug C/g soil/day	0.05	NA
10156.2S2.fastq.gz	2S2	freshwater wetland	soil	42.9269583	-76.8569278	10.18	NA	NA	ug C/g soil/day	NA	mS/cm	146	12.11	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.43	0.8928	1.2496	2.142	0.305992486	0.930217157	1.236209642	ug N/g dry soil	0.08363	157.6823963	ugC/g soil	3.34838073	ug N/g dry soil	13.53	ng N/g soil/hour	100	7.23	0.45	12.11	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.065196893	ug-N/g dry soil/day	-0.060972295	ug-N/g dry soil/day	7.617971457	ug C/g soil/day	0.04	NA
10156.2S3.fastq.gz	2S3	freshwater wetland	soil	42.9269583	-76.8569278	12.31	NA	NA	ug C/g soil/day	NA	mS/cm	146	14.06	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.37	1.3727	1.5	2.873	0.864718292	0.327544808	1.1922631	ug N/g dry soil	0.13797	284.1151465	ugC/g soil	11.05176832	ug N/g dry soil	42.935	ng N/g soil/hour	100	7.18	0.34	14.06	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.028615024	ug-N/g dry soil/day	-0.003362055	ug-N/g dry soil/day	2.899378741	ug C/g soil/day	0.05	NA
10156.2S4.fastq.gz	2S4	freshwater wetland	soil	42.9269583	-76.8569278	13.87	NA	NA	ug C/g soil/day	NA	mS/cm	146	15.39	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.19	1.5405	1.6048	3.145	0.283002095	1.930074291	2.213076386	ug N/g dry soil	0.12363	272.7257533	ugC/g soil	2.73969786	ug N/g dry soil	8.776	ng N/g soil/hour	100	7.32	0.3	15.39	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.095811224	ug-N/g dry soil/day	0.096914275	ug-N/g dry soil/day	10.85012119	ug C/g soil/day	0.03	NA
10156.2S5.fastq.gz	2S5	freshwater wetland	soil	42.9269583	-76.8569278	10.35	NA	NA	ug C/g soil/day	NA	mS/cm	146	11.65	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	0.99	0.6416	1.8489	2.491	0.573654898	0.270591933	0.844246831	ug N/g dry soil	0.0518	183.0233045	ugC/g soil	1.067184593	ug N/g dry soil	NA	ng N/g soil/hour	100	7.34	0.27	11.65	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.032946422	ug-N/g dry soil/day	-0.001320063	ug-N/g dry soil/day	4.784044756	ug C/g soil/day	0.04	NA
10156.2T1.fastq.gz	2T1	freshwater wetland	soil	42.9269583	-76.8569278	15.17	NA	NA	ug C/g soil/day	NA	mS/cm	146	17.14	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.44	2.169	1.2565	3.426	0.299325371	1.837857777	2.137183148	ug N/g dry soil	0.16636	339.0270064	ugC/g soil	8.88581414	ug N/g dry soil	18.121	ng N/g soil/hour	100	7.12	0.36	17.12	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.013824766	ug-N/g dry soil/day	-0.153590378	ug-N/g dry soil/day	11.7086142	ug C/g soil/day	0.16	NA
10156.2T2.fastq.gz	2T2	freshwater wetland	soil	42.9269583	-76.8569278	14.78	NA	NA	ug C/g soil/day	NA	mS/cm	146	16.69	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.62	1.8459	1.3511	3.197	0.279207391	0.279207391	0.558414783	ug N/g dry soil	0.15366	335.7882521	ugC/g soil	6.342228131	ug N/g dry soil	23.942	ng N/g soil/hour	100	7.16	0.26	16.69	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.001867859	ug-N/g dry soil/day	0.000933929	ug-N/g dry soil/day	9.779460716	ug C/g soil/day	0.03	NA
10156.2T3.fastq.gz	2T3	freshwater wetland	soil	42.9269583	-76.8569278	23.21	NA	NA	ug C/g soil/day	NA	mS/cm	146	25.7	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.12	3.345	0.8306	4.176	0.327358277	0.851131519	1.178489796	ug N/g dry soil	0.28629	453.7020567	ugC/g soil	11.29608156	ug N/g dry soil	215.513	ng N/g soil/hour	95	7.2	0.29	27.02	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.053826403	ug-N/g dry soil/day	-0.053101864	ug-N/g dry soil/day	NA	ug C/g soil/day	0.08	NA
10156.2T4.fastq.gz	2T4	freshwater wetland	soil	42.9269583	-76.8569278	19.32	NA	NA	ug C/g soil/day	NA	mS/cm	146	22.1	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.35	3.3039	0.9242	4.228	0.344571713	0.344571713	0.689143426	ug N/g dry soil	0.27418	505.7687165	ugC/g soil	6.374908555	ug N/g dry soil	185.572	ng N/g soil/hour	93	7.1	0.39	23.66	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.0017115	ug-N/g dry soil/day	-0.00085575	ug-N/g dry soil/day	5.376223819	ug C/g soil/day	0.04	NA
10156.2T5.fastq.gz	2T5	freshwater wetland	soil	42.9269583	-76.8569278	17.86	NA	NA	ug C/g soil/day	NA	mS/cm	146	19.45	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.25	2.0153	1.5315	3.547	0.274808643	2.149003592	2.423812235	ug N/g dry soil	0.13992	277.7292444	ugC/g soil	2.930208861	ug N/g dry soil	4.021	ng N/g soil/hour	100	7.29	0.3	19.45	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.104319019	ug-N/g dry soil/day	0.104108171	ug-N/g dry soil/day	7.220831455	ug C/g soil/day	0.04	NA
10156.3.fastq.gz	3	freshwater wetland	soil	42.4437417	-76.7584417	5.84	0.024558926	15.61185644	ug C/g soil/day	0.333	mS/cm	453.6	7.43	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.94	1.2	0.67	0.2146	0.8846	21.54186115	0.27831862	21.82017977	ug N/g dry soil	0.11636	304.1891693	ugC/g soil	33.75461142	ug N/g dry soil	237.4946434	ng N/g soil/hour	71.65	7.39	0.27	10.37	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.598570761	ug-N/g dry soil/day	0.527292674	ug-N/g dry soil/day	15.61185644	ug C/g soil/day	0.12	high
10156.30.fastq.gz	30	freshwater wetland	soil	43.02076	-76.808487	24.59	0.077116518	24.01679344	ug C/g soil/day	0.336	mS/cm	125.2	27.87	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	4.97	2.78	4.532	0.1487	4.681	48.90436192	0.392490866	49.29685278	ug N/g dry soil	0.46382	966.4976093	ugC/g soil	109.2818915	ug N/g dry soil	491.2755406	ng N/g soil/hour	84.88	6.54	0.4	32.84	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-4.457879668	ug-N/g dry soil/day	0.393564325	ug-N/g dry soil/day	24.01679344	ug C/g soil/day	0.1	high
10156.31.fastq.gz	31	freshwater wetland	soil	42.443619	-76.758484	4	0.020855623	6.882400823	ug C/g soil/day	0.11	mS/cm	453.9	4.66	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.02	0.44	0.1466	1.5586	1.705	1.784014579	0.245732036	2.029746615	ug N/g dry soil	0.02779	208.0478625	ugC/g soil	1.763676745	ug N/g dry soil	-1.247550708	ng N/g soil/hour	69.76	8.22	0.16	6.68	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.232516433	ug-N/g dry soil/day	0.289921468	ug-N/g dry soil/day	6.882400823	ug C/g soil/day	0.06	low
10156.32.fastq.gz	32	freshwater wetland	soil	42.443619	-76.758484	15.27	0.020846755	7.337364595	ug C/g soil/day	0.099	mS/cm	453.9	16.31	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	1.93	0.79	0.1193	2.5121	2.631	2.942525004	0.238841315	3.181366319	ug N/g dry soil	0.02086	125.1217071	ugC/g soil	2.650182642	ug N/g dry soil	9.856215799	ng N/g soil/hour	89.4	8.39	0.19	18.25	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	5.610030809	ug-N/g dry soil/day	1.630488177	ug-N/g dry soil/day	7.337364595	ug C/g soil/day	0.06	low
10156.33.fastq.gz	33	freshwater wetland	soil	43.169476	-75.934578	14.38	0.025642209	5.448690795	ug C/g soil/day	0.366	mS/cm	113	18.61	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	9.12	3.63	2.8815	0.4561	3.338	105.3158513	0.348727984	105.6645793	ug N/g dry soil	0.30729	928.8867166	ugC/g soil	128.6778618	ug N/g dry soil	25.90083526	ng N/g soil/hour	67.11	6.85	0.51	27.73	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-7.595317368	ug-N/g dry soil/day	0.685611632	ug-N/g dry soil/day	5.448690795	ug C/g soil/day	0.08	high
10156.34.fastq.gz	34	freshwater wetland	soil	42.646271	-75.781631	15.56	0.026227165	4.826166657	ug C/g soil/day	0.272	mS/cm	372.6	27.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	12.42	11.43	2.88	0.0762	2.956	30.92665741	0.345935765	31.27259318	ug N/g dry soil	0.31653	531.5468943	ugC/g soil	60.16437851	ug N/g dry soil	147.7775192	ng N/g soil/hour	69.2	6.87	0.38	40.33	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-2.460499552	ug-N/g dry soil/day	0.038143853	ug-N/g dry soil/day	4.826166657	ug C/g soil/day	0.55	low
10156.35.fastq.gz	35	freshwater wetland	soil	42.646271	-75.781631	7.86	0.03371155	12.78726404	ug C/g soil/day	0.184	mS/cm	372.6	28.18	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	9.1	19.22	0.7824	0.0439	0.8263	10.95584897	0.394095287	11.34994425	ug N/g dry soil	0.13291	287.6750294	ugC/g soil	9.420721261	ug N/g dry soil	22.95051821	ng N/g soil/hour	75.59	6.9	0.5	37.28	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.88126178	ug-N/g dry soil/day	0.040118614	ug-N/g dry soil/day	12.78726404	ug C/g soil/day	0.6	low
10156.36.fastq.gz	36	freshwater wetland	soil	42.095215	-76.416199	6.31	0.024150046	6.30163153	ug C/g soil/day	0.067	mS/cm	408.9	11.07	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	2.76	4.28	0.199	0.0419	0.2408	0.285293087	0.285293087	0.570586174	ug N/g dry soil	0.04735	184.5481251	ugC/g soil	0.595794735	ug N/g dry soil	-2.912353545	ng N/g soil/hour	80.04	7.73	0.38	13.83	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.77844078	ug-N/g dry soil/day	0.777551095	ug-N/g dry soil/day	6.30163153	ug C/g soil/day	0.1	low
10156.37.fastq.gz	37	freshwater wetland	soil	42.095215	-76.416199	17.66	0.022800751	8.101069801	ug C/g soil/day	0.266	mS/cm	408.9	25.84	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	10.74	7.55	2.6495	0.1084	2.758	0.768736236	5.209666336	5.978402572	ug N/g dry soil	0.26913	263.6319802	ugC/g soil	18.38598691	ug N/g dry soil	24.84049197	ng N/g soil/hour	70.64	6.66	0.34	36.58	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.252562336	ug-N/g dry soil/day	0.299492206	ug-N/g dry soil/day	8.101069801	ug C/g soil/day	0.29	low
10156.38.fastq.gz	38	freshwater wetland	soil	42.095215	-76.416199	26.09	0.032202268	8.582968284	ug C/g soil/day	0.216	mS/cm	408.9	33.98	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	16.24	7.53	7.9609	0.1923	8.153	10.22720247	3.718113795	13.94531627	ug N/g dry soil	0.55299	569.2046927	ugC/g soil	27.64646225	ug N/g dry soil	10.55008714	ng N/g soil/hour	67.66	6.26	0.2	50.22	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	5.422922656	ug-N/g dry soil/day	-0.324533611	ug-N/g dry soil/day	8.582968284	ug C/g soil/day	0.15	low
10156.39.fastq.gz	39	freshwater wetland	soil	42.095215	-76.416199	11.82	0.141537784	26.0147181	ug C/g soil/day	0.226	mS/cm	408.9	15.66	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	14.24	3.49	4.143	0.1266	4.27	50.01258778	0.548383638	50.56097142	ug N/g dry soil	0.4378	593.4855775	ugC/g soil	51.21081731	ug N/g dry soil	284.8738243	ng N/g soil/hour	52.38	5.95	0.19	29.9	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-1.983890637	ug-N/g dry soil/day	0.748187288	ug-N/g dry soil/day	26.0147181	ug C/g soil/day	0.17	low
10156.3B1.fastq.gz	3B1	freshwater wetland	soil	43.1694667	-75.9344667	16.04	NA	NA	ug C/g soil/day	NA	mS/cm	113	18.48	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	1.95	1.6053	1.1181	2.723	0.827493103	1.278241379	2.105734483	ug N/g dry soil	0.08092	158.581436	ugC/g soil	2.668571612	ug N/g dry soil	211.056	ng N/g soil/hour	99	7.29	0.39	18.6	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.117922764	ug-N/g dry soil/day	0.1686549	ug-N/g dry soil/day	4.359228185	ug C/g soil/day	0.09	NA
10156.3B2.fastq.gz	3B2	freshwater wetland	soil	43.1694667	-75.9344667	15.59	NA	NA	ug C/g soil/day	NA	mS/cm	113	18.28	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.22	1.2567	1.4461	2.703	0.290734277	2.395650445	2.686384723	ug N/g dry soil	0.07326	152.5312162	ugC/g soil	4.676175455	ug N/g dry soil	19.655	ng N/g soil/hour	100	7.4	0.38	18.28	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.090527013	ug-N/g dry soil/day	0.092676491	ug-N/g dry soil/day	8.016851559	ug C/g soil/day	0.08	NA
10156.3B3.fastq.gz	3B3	freshwater wetland	soil	43.1694667	-75.9344667	15	NA	NA	ug C/g soil/day	NA	mS/cm	113	18.91	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.4	2.7795	0.1861	2.966	0.28743605	0.28743605	0.574872099	ug N/g dry soil	0.12036	445.9131416	ugC/g soil	3.572046643	ug N/g dry soil	144.253	ng N/g soil/hour	87	6.98	0.4	21.83	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.032897082	ug-N/g dry soil/day	0.000412618	ug-N/g dry soil/day	6.001845851	ug C/g soil/day	0.1	NA
10156.3B4.fastq.gz	3B4	freshwater wetland	soil	43.1694667	-75.9344667	17.41	NA	NA	ug C/g soil/day	NA	mS/cm	113	20.62	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.72	2.2471	0.7424	2.989	0.287859366	2.325903677	2.613763043	ug N/g dry soil	0.10504	267.3177699	ugC/g soil	2.028466756	ug N/g dry soil	5.737	ng N/g soil/hour	97	7.27	0.37	21.2	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.083025332	ug-N/g dry soil/day	-0.083192475	ug-N/g dry soil/day	7.95219222	ug C/g soil/day	0.1	NA
10156.3B5.fastq.gz	3B5	freshwater wetland	soil	43.1694667	-75.9344667	16.36	NA	NA	ug C/g soil/day	NA	mS/cm	113	20.12	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.3	2.4447	0.0737	2.518	0.301251049	3.205311167	3.506562216	ug N/g dry soil	0.1427	93.33056276	ugC/g soil	3.072748345	ug N/g dry soil	155.378	ng N/g soil/hour	84	6.81	0.38	23.98	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.056741162	ug-N/g dry soil/day	-0.054448923	ug-N/g dry soil/day	7.574359773	ug C/g soil/day	0.09	NA
10156.3C1.fastq.gz	3C1	freshwater wetland	soil	43.1694667	-75.9344667	15.71	NA	NA	ug C/g soil/day	NA	mS/cm	113	18.39	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	2.26	0.5418	1.3362	1.878	0.333046269	2.038243166	2.371289435	ug N/g dry soil	0.0705	228.4925342	ugC/g soil	0.618110582	ug N/g dry soil	3.278	ng N/g soil/hour	100	7.46	0.33	18.39	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.080595221	ug-N/g dry soil/day	0.08275042	ug-N/g dry soil/day	7.680407147	ug C/g soil/day	0.09	NA
10156.3C2.fastq.gz	3C2	freshwater wetland	soil	43.1694667	-75.9344667	16.14	NA	NA	ug C/g soil/day	NA	mS/cm	113	19.97	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.37	1.1709	0.3435	1.514	0.292707287	0.790309674	1.083016961	ug N/g dry soil	0.09374	262.4632286	ugC/g soil	1.170929638	ug N/g dry soil	NA	ng N/g soil/hour	100	7.3	0.36	19.93	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.053210684	ug-N/g dry soil/day	-0.051485461	ug-N/g dry soil/day	6.043617736	ug C/g soil/day	0.09	NA
10156.3C3.fastq.gz	3C3	freshwater wetland	soil	43.1694667	-75.9344667	19.38	NA	NA	ug C/g soil/day	NA	mS/cm	113	23.78	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.92	1.052	0.3419	1.394	0.300626303	2.525260945	2.825887248	ug N/g dry soil	0.12571	102.5566695	ugC/g soil	2.268592209	ug N/g dry soil	3.852	ng N/g soil/hour	100	7.36	0.37	23.82	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.112757265	ug-N/g dry soil/day	0.114213094	ug-N/g dry soil/day	8.876389599	ug C/g soil/day	0.11	NA
10156.3C4.fastq.gz	3C4	freshwater wetland	soil	43.1694667	-75.9344667	16.85	NA	NA	ug C/g soil/day	NA	mS/cm	113	20.46	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.14	0.7198	0.2947	1.015	0.288136958	1.10644592	1.394582879	ug N/g dry soil	0.11495	286.1686067	ugC/g soil	1.72263912	ug N/g dry soil	10.472	ng N/g soil/hour	97	7.23	0.37	21.18	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	-0.080884143	ug-N/g dry soil/day	-0.08135752	ug-N/g dry soil/day	8.425095047	ug C/g soil/day	0.1	NA
10156.3C5.fastq.gz	3C5	freshwater wetland	soil	43.1694667	-75.9344667	15.42	NA	NA	ug C/g soil/day	NA	mS/cm	113	19.28	Ca2 pos, Mg2 pos, K pos, Na pos	maq/100g	6.52	3.42	0.6508	0.0407	0.6916	0.287628361	0.793854277	1.081482638	ug N/g dry soil	0.07374	186.3398081	ugC/g soil	3.42122869	ug N/g dry soil	7.063	ng N/g soil/hour	92	7.12	0.34	20.92	Ca2 pos, Mg2 pos, K pos, Na pos, H pos	0.164116234	ug-N/g dry soil/day	-0.018311421	ug-N/g dry soil/day	8.193017322	ug C/g soil/day	0.09	NA
